,load_1,load_2,temp
2014-01-01 00:00:00,39.993812027207156,969.2024174399064,-10.196954941881756
2014-01-01 01:00:00,29.105038871300543,906.8385295820622,-10.236169874899687
2014-01-01 02:00:00,25.763864453588845,885.545568601596,-10.348186700559975
2014-01-01 03:00:00,29.769310409033622,928.3383481335821,-10.872890453094175
2014-01-01 04:00:00,39.9281894257337,994.1466285851006,-10.670638707325194
2014-01-01 05:00:00,54.13357043568036,1074.1908764030338,-8.201647038689682
2014-01-01 06:00:00,70.01270907317283,1164.445510294287,-7.727969551615632
2014-01-01 07:00:00,83.31153518507236,1227.6270999804376,-4.416180259726843
2014-01-01 08:00:00,91.03361749278446,1282.2381895780957,-3.2527580220605934
2014-01-01 09:00:00,93.74560027112173,1304.4618014327796,-0.8544568240014652
2014-01-01 10:00:00,90.29027670186184,1253.2735194569354,1.5886380140278282
2014-01-01 11:00:00,83.73878449964873,1212.1154649168686,2.127605460861887
2014-01-01 12:00:00,75.63183397965929,1170.7731214016542,4.183013136470121
2014-01-01 13:00:00,69.1691195257846,1109.4427651293838,5.218667462972798
2014-01-01 14:00:00,66.88823140828954,1107.8851959576627,5.212022256433901
2014-01-01 15:00:00,70.0062388997995,1121.5129306640722,4.296939725186409
2014-01-01 16:00:00,75.96817750683464,1177.3144213829823,3.203566906709291
2014-01-01 17:00:00,83.66510009120118,1211.9569608585198,3.238586701579931
2014-01-01 18:00:00,90.75652134873266,1273.230794603096,1.794803533181311
2014-01-01 19:00:00,93.39116961844144,1297.9139211721188,-1.4089292345214166
2014-01-01 20:00:00,91.15493962170432,1297.6007566452834,-3.712610122535603
2014-01-01 21:00:00,82.95675687551626,1240.440978510722,-5.8413165087807615
2014-01-01 22:00:00,69.35345265696523,1156.6922900200047,-6.850179321247742
2014-01-01 23:00:00,54.64026704241239,1062.6664868443559,-8.614381196851333
2014-01-02 00:00:00,33.08651403694911,1033.0483733206363,-10.419798981600064
2014-01-02 01:00:00,27.68115872612882,935.5162131598562,-10.07887325237936
2014-01-02 02:00:00,26.075022509422773,902.8509265997467,-11.311108948604678
2014-01-02 03:00:00,28.12166520799129,929.9192630465196,-10.744904806604946
2014-01-02 04:00:00,32.4351625638361,1019.6722404148045,-9.499949679326878
2014-01-02 05:00:00,39.50012680224303,1162.0730081725105,-7.821407514361202
2014-01-02 06:00:00,46.98973429267232,1304.3825175551433,-6.5612864644983375
2014-01-02 07:00:00,54.15131602413435,1438.6386053423266,-5.767579863332815
2014-01-02 08:00:00,57.5018693957167,1509.79092748532,-3.13108602707041
2014-01-02 09:00:00,58.635317277031945,1534.0428325492746,-1.0591940204128045
2014-01-02 10:00:00,57.352928123942036,1492.344980358772,0.8987837406066577
2014-01-02 11:00:00,53.337739500489164,1412.1396092543291,3.3389661868923612
2014-01-02 12:00:00,49.64925786947603,1341.805572358954,4.370712074326841
2014-01-02 13:00:00,45.75193810444055,1265.597573440091,5.384557756281436
2014-01-02 14:00:00,44.561089897035544,1236.591706071902,4.98726773690372
2014-01-02 15:00:00,46.04939944552909,1269.186051650991,4.864278025193968
2014-01-02 16:00:00,48.85665410731912,1329.8978616701568,4.006636343983191
2014-01-02 17:00:00,53.2126745583842,1417.037850202411,2.5765133018567896
2014-01-02 18:00:00,56.85089670072812,1488.7323519580702,1.6220640034090876
2014-01-02 19:00:00,58.67231806494436,1516.9531120432762,-0.7275006678791537
2014-01-02 20:00:00,57.53025105949365,1512.1017342648518,-2.6106315972180276
2014-01-02 21:00:00,54.38560788608102,1433.8142750230381,-5.728912420640458
